                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.4699,                 3.2085,                 12.045,                 2.0884,                0.00074,                0.01583,                0.00045,                0.00012,                0.00045,                0.00967,                0.00023,                  8e-05,                 2.7628,                 1.2774,                 13.942,                 1.2149,              0.0033105,              0.0033105,              0.0033105
                      2,                 4.3649,                  3.265,                 4.5851,                 1.6809,                0.00204,                0.00704,                0.00103,                0.00021,                0.00025,                0.00088,                0.00014,                  1e-05,                  2.928,                  1.347,                 4.1046,                 1.1951,              0.0066425,              0.0066425,              0.0066425
                      3,                 4.3198,                 3.3316,                 4.2692,                 1.5749,                0.00143,                0.03254,                0.00117,                0.00035,                0.00089,                0.02023,                0.00088,                 0.0002,                 2.7218,                 1.3194,                 12.638,                 1.1392,              0.0099732,              0.0099732,              0.0099732
                      4,                  4.421,                 3.2375,                 4.3299,                 1.5525,                 0.0009,                0.01495,                0.00046,                0.00011,                0.00085,                0.01407,                0.00044,                 0.0001,                 2.7854,                 2.2921,                 13.547,                 1.1603,              0.0099941,              0.0099941,              0.0099941
                      5,                 4.4644,                 3.4078,                 4.3529,                 1.5255,                0.00083,                0.01231,                0.00044,                0.00011,                0.00024,                0.00352,                0.00014,                  5e-05,                 2.8034,                 1.3351,                 7.1446,                0.99485,              0.0099941,              0.0099941,              0.0099941
                      6,                 4.4903,                 3.5748,                 5.8047,                 1.5258,                0.00016,                0.00352,                  8e-05,                  2e-05,                      0,                      0,                      0,                      0,                  2.876,                 1.2299,                 10.772,                 1.2211,              0.0099921,              0.0099921,              0.0099921
                      7,                  4.546,                 3.2683,                 4.5105,                 1.5131,                0.00016,                0.00352,                  8e-05,                  2e-05,                      0,                      0,                      0,                      0,                 2.8213,                  1.325,                 2.9002,                0.96093,              0.0099901,              0.0099901,              0.0099901
                      8,                 4.5675,                 3.5262,                 4.5623,                 1.5127,                 0.0002,                0.00528,                0.00011,                  3e-05,                0.00014,                0.00352,                  7e-05,                  2e-05,                  2.863,                 1.3619,                 17.489,                 1.0397,              0.0099881,              0.0099881,              0.0099881
                      9,                 4.5799,                 3.5034,                 4.4685,                 1.4964,                0.00022,                0.00352,                0.00012,                  2e-05,                      0,                      0,                      0,                      0,                 2.9456,                 40.403,                 5.7106,                 1.0101,              0.0099861,              0.0099861,              0.0099861
                     10,                 4.5535,                 3.3917,                 4.5165,                  1.502,                0.00022,                0.00352,                0.00012,                  2e-05,                      0,                      0,                      0,                      0,                 2.2913,                 1.4773,                 2.3012,                0.87437,              0.0099842,              0.0099842,              0.0099842
                     11,                  4.527,                 3.5703,                 4.8504,                 1.5112,                0.00022,                0.00352,                0.00012,                  2e-05,                      0,                      0,                      0,                      0,                 2.7872,                 1.3295,                 2.5617,                0.90477,              0.0099822,              0.0099822,              0.0099822
                     12,                 4.5769,                 3.4603,                  4.588,                 1.4339,                0.00022,                0.00352,                0.00012,                  2e-05,                      0,                      0,                      0,                      0,                  2.818,                 1.1926,                 2.6088,                0.91493,              0.0099802,              0.0099802,              0.0099802
                     13,                 4.5539,                 3.3925,                 4.5393,                   1.43,                0.00022,                0.00352,                0.00012,                  2e-05,                      0,                      0,                      0,                      0,                 2.2292,                 1.0697,                 15.892,                0.70994,              0.0099782,              0.0099782,              0.0099782
                     14,                 4.5247,                 3.4622,                 4.5057,                 1.4173,                0.00022,                0.00352,                0.00012,                  2e-05,                      0,                      0,                      0,                      0,                 2.8321,                  1.328,                 2.5553,                 0.9814,              0.0099762,              0.0099762,              0.0099762
                     15,                 4.5263,                 3.4744,                 4.4959,                 1.4376,                0.00022,                0.00352,                0.00012,                  2e-05,                      0,                      0,                      0,                      0,                 2.7782,                 1.3411,                 2.4938,                 0.8887,              0.0099743,              0.0099743,              0.0099743
                     16,                 4.5357,                 3.4365,                 4.5243,                  1.446,                0.00022,                0.00352,                0.00012,                  2e-05,                      0,                      0,                      0,                      0,                 2.8303,                 1.2991,                 14.935,                 1.2533,              0.0099723,              0.0099723,              0.0099723
                     17,                  4.518,                 3.3148,                   4.67,                 1.4491,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                 2.8321,                 1.2447,                 2.5841,                 1.0541,              0.0099703,              0.0099703,              0.0099703
                     18,                 4.5414,                 3.5068,                 4.6662,                 1.4259,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                  2.828,                  1.387,                 9.1157,                0.91211,              0.0099683,              0.0099683,              0.0099683
                     19,                 4.4978,                 3.3896,                 4.6161,                  1.409,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                 2.8336,                 1.3245,                 8.4674,                0.92375,              0.0099663,              0.0099663,              0.0099663
                     20,                 4.5052,                 3.4611,                 4.5789,                 1.4012,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                 2.8008,                 1.3283,                 4.0279,                0.89326,              0.0099644,              0.0099644,              0.0099644
                     21,                 4.5483,                 3.4444,                  4.715,                 1.4199,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                 2.7662,                 1.3015,                 2.8394,                0.86725,              0.0099624,              0.0099624,              0.0099624
                     22,                 4.5058,                 3.4118,                 4.6144,                 1.4034,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                 2.7559,                  1.329,                  2.549,                0.88644,              0.0099604,              0.0099604,              0.0099604
                     23,                 4.5144,                 3.4385,                 4.6367,                 1.3969,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                 2.2257,                 1.0621,                 23.588,                0.68446,              0.0099584,              0.0099584,              0.0099584
                     24,                 4.5671,                 3.4333,                 4.5698,                 1.4086,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                 2.2461,                 1.0615,                 14.654,                0.71782,              0.0099564,              0.0099564,              0.0099564
                     25,                 4.4869,                 3.3551,                 4.6363,                 1.4291,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                 2.7887,                 1.3303,                  2.636,                0.87105,              0.0099545,              0.0099545,              0.0099545
                     26,                 4.5046,                 3.3889,                 4.5723,                 1.4125,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                 2.7998,                 1.3262,                 5.8609,                0.89007,              0.0099525,              0.0099525,              0.0099525
                     27,                 4.4949,                 3.5583,                 4.7654,                 1.4028,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                 2.7858,                 1.3271,                 18.546,                0.90593,              0.0099505,              0.0099505,              0.0099505
                     28,                 4.5232,                 3.5347,                 4.3638,                 1.4049,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                  2.806,                 1.3299,                 15.002,                0.87395,              0.0099485,              0.0099485,              0.0099485
                     29,                 4.5443,                  3.413,                 4.4315,                 1.4069,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                 2.7877,                 1.3297,                 16.315,                0.87853,              0.0099465,              0.0099465,              0.0099465
                     30,                 4.5003,                 3.4629,                 4.4912,                 1.3948,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                  2.803,                 1.3294,                 3.2637,                0.87596,              0.0099446,              0.0099446,              0.0099446
                     31,                 4.5315,                 3.3549,                  4.499,                 1.4285,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                 2.7671,                 1.3302,                 3.2582,                0.87211,              0.0099426,              0.0099426,              0.0099426
                     32,                 4.5175,                 3.2633,                  4.574,                 1.4024,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                 2.8643,                 1.3296,                  10.79,                0.87304,              0.0099406,              0.0099406,              0.0099406
                     33,                 4.5399,                 3.5156,                 4.3909,                 1.3717,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                 2.7697,                 1.3322,                 15.185,                0.86171,              0.0099386,              0.0099386,              0.0099386
                     34,                 4.4763,                 3.4438,                  4.496,                 1.3996,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                 2.7744,                 1.3319,                 4.3823,                0.87013,              0.0099366,              0.0099366,              0.0099366
                     35,                 4.4926,                 3.3827,                 4.3286,                 1.4179,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                 2.7712,                 1.3296,                 11.829,                0.88297,              0.0099347,              0.0099347,              0.0099347
                     36,                 4.5198,                 3.4036,                 5.3798,                 1.4057,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                 2.8042,                  1.332,                 13.051,                0.89874,              0.0099327,              0.0099327,              0.0099327
                     37,                 4.4924,                 3.4091,                 4.5522,                 1.3816,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                 2.7958,                 1.3359,                 12.424,                0.86317,              0.0099307,              0.0099307,              0.0099307
                     38,                 4.5211,                 3.4691,                 4.4174,                 1.3789,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                 2.7999,                 1.3315,                 2.9391,                0.86461,              0.0099287,              0.0099287,              0.0099287
                     39,                 4.4842,                 3.3233,                 4.4664,                 1.3764,                0.00071,                0.00264,                0.00036,                  7e-05,                      0,                      0,                      0,                      0,                  2.809,                 1.3338,                 2.8195,                0.86571,              0.0099267,              0.0099267,              0.0099267
                     40,                 4.5428,                 3.3908,                 4.5199,                 1.3704,                0.00037,                0.00176,                0.00019,                  6e-05,                      0,                      0,                      0,                      0,                 2.7675,                 1.3307,                 2.8874,                0.88324,              0.0099248,              0.0099248,              0.0099248
                     41,                 4.5299,                 3.4696,                 4.4957,                 1.4324,                0.00084,                0.00088,                0.00042,                  4e-05,                      0,                      0,                      0,                      0,                 2.7782,                 1.3305,                 13.155,                0.88264,              0.0099228,              0.0099228,              0.0099228
                     42,                 4.5606,                 3.4472,                 18.382,                 1.4381,                0.00084,                0.00088,                0.00042,                  4e-05,                      0,                      0,                      0,                      0,                 2.8566,                 1.3391,                 11.277,                0.90089,              0.0099208,              0.0099208,              0.0099208
                     43,                 4.5144,                 3.4585,                 4.4228,                 1.4163,                0.00084,                0.00088,                0.00042,                  4e-05,                      0,                      0,                      0,                      0,                 2.8107,                 1.3265,                 17.176,                0.87786,              0.0099188,              0.0099188,              0.0099188
                     44,                 4.5232,                 3.6118,                 4.3081,                 1.3598,                0.00084,                0.00088,                0.00042,                  4e-05,                      0,                      0,                      0,                      0,                 2.8186,                 1.3143,                 13.219,                0.86964,              0.0099168,              0.0099168,              0.0099168
                     45,                 4.5362,                 3.4155,                 4.4668,                 1.4089,                0.00084,                0.00088,                0.00042,                  4e-05,                      0,                      0,                      0,                      0,                 2.8028,                 1.3305,                 11.898,                0.86286,              0.0099149,              0.0099149,              0.0099149
                     46,                 4.5249,                 3.3653,                  4.338,                 1.3999,                0.00084,                0.00088,                0.00042,                  4e-05,                      0,                      0,                      0,                      0,                 2.7841,                 1.3052,                 15.578,                0.89078,              0.0099129,              0.0099129,              0.0099129
                     47,                 4.5115,                 3.3721,                 4.3693,                 1.4339,                0.00015,                0.00088,                  8e-05,                  2e-05,                      0,                      0,                      0,                      0,                 2.7833,                 1.3664,                 12.192,                0.88887,              0.0099109,              0.0099109,              0.0099109
                     48,                 4.5099,                 3.4782,                 4.2891,                 1.4332,                0.00053,                0.00264,                0.00027,                  9e-05,                      0,                      0,                      0,                      0,                 2.7879,                 1.3269,                  4.943,                0.89868,              0.0099089,              0.0099089,              0.0099089
                     49,                 4.5242,                 3.4714,                  4.415,                 1.4041,                0.00053,                0.00264,                0.00027,                  9e-05,                      0,                      0,                      0,                      0,                 2.8218,                 1.3299,                 2.8822,                0.87265,              0.0099069,              0.0099069,              0.0099069
                     50,                 4.5311,                 3.4038,                 4.4841,                 1.3849,                0.00053,                0.00264,                0.00027,                  9e-05,                      0,                      0,                      0,                      0,                 2.8393,                 1.3269,                 13.421,                0.86992,               0.009905,               0.009905,               0.009905
                     51,                 4.5296,                 3.3454,                 4.4335,                 1.4023,                0.00053,                0.00264,                0.00027,                  9e-05,                      0,                      0,                      0,                      0,                 2.7644,                 1.3535,                 3.2875,                0.91672,               0.009903,               0.009903,               0.009903
                     52,                 4.5032,                 3.4125,                 4.4049,                 1.4267,                0.00053,                0.00264,                0.00027,                  9e-05,                      0,                      0,                      0,                      0,                 2.7803,                  1.338,                 3.5866,                0.86755,               0.009901,               0.009901,               0.009901
                     53,                 4.4937,                 3.4959,                 4.8778,                 1.3781,                0.00104,                0.00967,                0.00053,                0.00014,                      0,                      0,                      0,                      0,                 2.7803,                 1.3303,                 8.7729,                0.86206,               0.009899,               0.009899,               0.009899
                     54,                  4.505,                 3.4306,                 4.4272,                  1.367,                0.00084,                0.01143,                0.00044,                0.00012,                      0,                      0,                      0,                      0,                  2.771,                 1.3349,                 11.896,                0.87338,               0.009897,               0.009897,               0.009897
                     55,                    4.5,                 3.4644,                  4.275,                 1.3854,                0.00057,                0.00616,                0.00034,                  7e-05,                      0,                      0,                      0,                      0,                 2.7896,                 1.3346,                 11.205,                0.90013,              0.0098951,              0.0098951,              0.0098951
                     56,                 4.4725,                 3.4048,                 4.3651,                 1.3977,                0.00112,                0.01143,                0.00057,                0.00017,                      0,                      0,                      0,                      0,                 2.8182,                 1.3317,                 6.8746,                0.86618,              0.0098931,              0.0098931,              0.0098931
                     57,                  4.463,                 3.3689,                  4.386,                 1.3932,                0.00115,                0.01407,                0.00062,                0.00014,                      0,                      0,                      0,                      0,                 2.7839,                  1.332,                 8.8613,                0.85806,              0.0098911,              0.0098911,              0.0098911
                     58,                 4.4924,                 3.4399,                 4.3994,                 1.3725,                0.00184,                0.00176,                0.00097,                0.00034,                      0,                      0,                      0,                      0,                 2.8038,                 1.3293,                 5.4137,                0.87638,              0.0098891,              0.0098891,              0.0098891
                     59,                 4.4162,                  3.418,                 4.3149,                 1.3881,                 0.0006,                0.00264,                0.00038,                  7e-05,                      0,                      0,                      0,                      0,                 2.7615,                 1.3288,                 3.3311,                0.85871,              0.0098871,              0.0098871,              0.0098871
                     60,                 4.4966,                 3.3629,                 4.5343,                 1.3669,                 0.0006,                0.00264,                0.00038,                  7e-05,                      0,                      0,                      0,                      0,                 2.8007,                 1.3318,                   5.04,                0.90426,              0.0098852,              0.0098852,              0.0098852
                     61,                 4.4826,                 3.4062,                 4.3464,                 1.3852,                0.00089,                0.01143,                0.00046,                0.00013,                      0,                      0,                      0,                      0,                 2.7875,                  1.329,                 7.4312,                 0.8642,              0.0098832,              0.0098832,              0.0098832
                     62,                  4.427,                 3.5167,                 4.3484,                 1.4346,                0.00089,                0.01143,                0.00046,                0.00013,                      0,                      0,                      0,                      0,                  2.773,                 1.3217,                 2.9883,                0.89253,              0.0098812,              0.0098812,              0.0098812
                     63,                 4.4945,                 3.5726,                 4.3126,                 1.3656,                0.00089,                0.01143,                0.00045,                0.00011,                  7e-05,                0.00088,                0.00033,                  8e-05,                 2.8005,                 1.3243,                 6.6192,                0.85808,              0.0098792,              0.0098792,              0.0098792
                     64,                 4.5122,                 3.3655,                 4.4041,                  1.369,                0.00049,                0.00704,                0.00029,                  5e-05,                0.00012,                0.00176,                  7e-05,                  4e-05,                 2.7649,                 1.3276,                 5.4219,                0.86171,              0.0098772,              0.0098772,              0.0098772
                     65,                 4.4614,                 3.5089,                 4.2886,                 1.4156,                0.00097,                0.01143,                0.00052,                0.00012,                0.00045,                0.00528,                0.00023,                  9e-05,                 2.7567,                 1.3242,                 5.4893,                0.88234,              0.0098753,              0.0098753,              0.0098753
                     66,                 4.4396,                 3.3262,                 4.4501,                    1.4,                0.00149,                0.00528,                0.00075,                 0.0001,                      0,                      0,                      0,                      0,                 2.7436,                 1.2816,                  3.857,                0.86657,              0.0098733,              0.0098733,              0.0098733
                     67,                 4.4968,                 3.3427,                 4.3159,                 1.3913,                0.00109,                0.01495,                0.00058,                0.00012,                0.00019,                0.00264,                 0.0026,                0.00254,                 2.7594,                  1.321,                 6.6468,                0.88063,              0.0098713,              0.0098713,              0.0098713
                     68,                 4.4363,                   3.41,                 4.3593,                 1.4373,                0.00082,                0.00792,                0.00042,                0.00013,                0.00018,                0.00176,                0.00015,                  8e-05,                 2.7616,                 1.3157,                 5.6334,                0.86369,              0.0098693,              0.0098693,              0.0098693
                     69,                  4.477,                 3.3931,                 4.4092,                 1.3697,                0.00082,                0.01231,                0.00042,                  8e-05,                0.00023,                0.00352,                0.00012,                  4e-05,                 2.7696,                 1.3203,                 8.8946,                0.87609,              0.0098673,              0.0098673,              0.0098673
                     70,                 4.4825,                 3.4428,                 4.3232,                 1.3794,                 0.0008,                0.01407,                0.00042,                 0.0001,                 0.0002,                0.00352,                 0.0001,                  5e-05,                 2.7851,                 1.3152,                 6.2809,                0.87328,              0.0098654,              0.0098654,              0.0098654
                     71,                 4.4713,                 3.4521,                 4.5296,                 1.3791,                0.00083,                0.01583,                0.00046,                  9e-05,                0.00041,                0.00792,                0.00021,                  2e-05,                 2.7862,                 1.3187,                 9.2643,                0.87607,              0.0098634,              0.0098634,              0.0098634
                     72,                 4.4233,                 3.4173,                 4.3551,                 1.4065,                0.00056,                0.00967,                 0.0003,                  8e-05,                  5e-05,                0.00088,                  3e-05,                  3e-05,                  2.785,                 1.3158,                 6.1563,                0.91923,              0.0098614,              0.0098614,              0.0098614
                     73,                 4.4736,                 3.3722,                 4.4289,                  1.363,                 0.0012,                0.01671,                 0.0008,                0.00016,                0.00019,                0.00264,                 0.0001,                  1e-05,                 2.7637,                 1.3175,                 6.7595,                0.87221,              0.0098594,              0.0098594,              0.0098594
                     74,                  4.388,                 3.4908,                 4.2456,                  1.407,                0.00082,                0.01319,                0.00049,                 0.0001,                0.00038,                0.00616,                0.00022,                0.00011,                 2.7682,                 1.3191,                 7.8762,                0.88477,              0.0098574,              0.0098574,              0.0098574
                     75,                 4.3966,                 3.4194,                 4.2637,                 1.3681,                 0.0011,                0.02023,                0.00058,                0.00014,                0.00067,                0.01231,                0.00035,                0.00012,                  2.759,                 1.3164,                 9.4981,                0.86626,              0.0098555,              0.0098555,              0.0098555
                     76,                 4.4995,                 3.3417,                 4.6277,                 1.3294,                 0.0012,                0.00616,                0.00071,                0.00018,                0.00068,                0.00352,                0.00034,                0.00027,                 2.8073,                 1.3151,                 4.6863,                0.83441,              0.0098535,              0.0098535,              0.0098535
                     77,                 4.4587,                 3.4062,                 4.2985,                  1.394,                0.00129,                0.01319,                0.00071,                0.00025,                0.00095,                0.00967,                0.00048,                0.00015,                 2.7727,                  1.309,                 4.5992,                0.87813,              0.0098515,              0.0098515,              0.0098515
                     78,                 4.4554,                 3.2993,                 4.4823,                 1.3858,                0.00168,                0.00967,                0.00096,                 0.0002,                0.00138,                0.00792,                0.00071,                0.00024,                 2.7903,                  1.313,                 3.3819,                0.85707,              0.0098495,              0.0098495,              0.0098495
                     79,                 4.4334,                  3.437,                 4.2776,                 1.3724,                0.00097,                0.01143,                0.00051,                0.00013,                 0.0003,                0.00352,                0.00015,                  8e-05,                 2.8104,                 1.3107,                 4.8029,                0.85798,              0.0098475,              0.0098475,              0.0098475
                     80,                 4.4398,                 3.4017,                 4.2607,                 1.3757,                0.00107,                0.01495,                0.00068,                0.00016,                0.00044,                0.00616,                0.00023,                 0.0001,                 2.7865,                 1.3066,                 5.4874,                0.86791,              0.0098456,              0.0098456,              0.0098456
                     81,                 4.4126,                 3.3455,                  4.331,                 1.3664,                0.00121,                0.01495,                0.00069,                0.00014,                0.00043,                0.00528,                0.00022,                  6e-05,                 2.7715,                 1.3066,                 4.9788,                0.85382,              0.0098436,              0.0098436,              0.0098436
                     82,                 4.4386,                 3.4478,                 4.3274,                 1.3687,                0.00068,                0.01055,                0.00054,                0.00013,                0.00068,                0.01055,                0.00035,                  9e-05,                 2.7846,                 1.3046,                 10.186,                0.86448,              0.0098416,              0.0098416,              0.0098416
                     83,                 4.3933,                 3.3106,                 4.4254,                 1.3817,                0.00079,                0.01583,                0.00067,                0.00011,                0.00031,                0.00616,                0.00016,                  9e-05,                 2.7557,                 1.3033,                 7.5419,                 0.8735,              0.0098396,              0.0098396,              0.0098396
